,Locality,Sponsored,Number of votes,Ratings_out_of_5,Charges_for_two,Cuisines,Wine and Beer,Vegetarian Only,Vegan Options,Sugar Free Options,Buffet
2538,Nigdi,Quick Bites,55,3.6,350,Fast Food,0,0,0,0,0
2539,Baner,Quick Bites,6,3.2,300,"Pizza, Fast Food",0,0,0,0,0
2540,Kothrud,Dessert Parlor,138,3.7,250,"Desserts, Beverages",0,1,0,0,0
2541,Bibvewadi,Quick Bites,28,3.4,300,"Fast Food, Street Food, Beverages",0,1,0,0,0
2542,Kothrud,"Takeaway, Delivery",20,3.2,0,"Biryani, Kebab",0,0,0,0,0
2543,Hadapsar,Delivery,93,3.8,0,"Salad, Healthy Food, Beverages",0,0,0,0,0
2544,Aundh,Quick Bites,33,3.3,650,"North Indian, Mughlai, Seafood, Chinese",0,0,0,0,0
2545,Kothrud,Quick Bites,149,3.9,800,North Indian,0,0,0,0,0
2546,Katraj,Quick Bites,40,3.4,250,Fast Food,0,0,0,0,0
2547,Hinjawadi,Quick Bites,99,3.7,250,Maharashtrian,0,1,0,0,0
2548,Shivane,Casual Dining,73,3.6,700,"North Indian, Fast Food, Street Food, South Indian, Chinese, Desserts, Beverages",0,1,0,0,0
2549,Baner,"Takeaway, Delivery",56,3.6,0,North Indian,0,0,0,0,0
2550,Kharadi,Quick Bites,57,3.7,400,"North Indian, Odia",0,0,0,0,0
2551,Balewadi,Casual Dining,498,3.5,750,"Biryani, North Indian, Mughlai, Afghan",0,0,0,0,0
2552,Narhe,Quick Bites,8,3.1,450,"North Indian, Mangalorean",0,0,0,0,0
2553,Akurdi,Quick Bites,11,3.3,200,"Coffee, Fast Food, Tea, Beverages, Cafe, Sandwich",0,1,0,0,0
2554,Bavdhan,Delivery,87,2.9,0,"Chinese, Fast Food",0,0,0,0,0
2555,Wakad,Quick Bites,71,3.5,500,"North Indian, Mughlai, Chinese, Odia",0,0,0,0,0
2556,Pune University,Quick Bites,128,3.9,300,"North Indian, Chinese",0,0,0,0,0
2557,Bund Garden Road,Lounge,92,4.1,3000,"Continental, Italian",0,0,0,0,0
2558,Pimple Saudagar,Quick Bites,81,3.8,400,Healthy Food,0,0,0,0,0
2559,Hinjawadi,Quick Bites,329,3.5,500,"Biryani, Chinese",0,0,0,0,0
2560,Chinchwad,Quick Bites,5,3.2,250,"South Indian, Juices",0,0,0,0,0
2561,Wakad,Quick Bites,60,3.7,500,"North Indian, Maharashtrian",0,0,0,0,0
2562,Sinhgad Road,Casual Dining,57,3.3,600,"North Indian, Chinese, Mughlai",0,0,0,0,0
2563,Akurdi,Quick Bites,109,3.7,400,Maharashtrian,0,1,0,0,0
2564,Magarpatta,Quick Bites,110,3.2,200,"Street Food, Beverages",0,1,0,0,0
2565,Khadakwasla,Casual Dining,31,2.8,850,"North Indian, Chinese",0,0,0,0,0
2566,Camp Area,Casual Dining,34,2.8,650,"North Indian, Continental",0,0,0,0,0
2567,Hinjawadi,"Fine Dining, Bar",320,3.8,2100,"North Indian, Chinese, Continental, Desserts",0,0,0,0,1
2568,Wakad,Bakery,217,3.9,400,"Bakery, Desserts",0,1,0,0,0
2569,Wanowrie Kondhwa Area,Quick Bites,31,3.5,400,"Chinese, North Indian",0,0,0,0,0
2570,Nigdi,Casual Dining,412,3.8,1000,"North Indian, Mughlai, Seafood",0,0,0,0,0
2571,Bund Garden Road,Bar,78,3.8,3000,Asian,0,0,0,0,0
2572,Erandwane,Quick Bites,221,3.9,300,"Maharashtrian, Fast Food",0,1,0,0,0
2573,JM Road,Casual Dining,236,3.6,550,"North Indian, South Indian, Chinese, Fast Food",0,1,0,0,0
2574,Kothrud,Quick Bites,92,3.2,550,"North Indian, Chinese, Malwani",0,1,0,0,0
2575,Mundhwa,Casual Dining,22,3.4,400,"Biryani, North Indian, Chinese",0,0,0,0,0
2576,Mundhwa,Casual Dining,26,3.1,300,"North Indian, Street Food",0,1,0,0,0
2577,Old Mumbai-Pune Highway,Casual Dining,48,3.9,1000,"North Indian, Chinese",0,0,0,0,0
2578,Viman Nagar,Casual Dining,771,4.2,1200,"Chinese, Thai, Japanese, Salad",0,0,0,0,0
2579,NIBM Road,Casual Dining,159,3.8,1150,"North Indian, Chinese, Seafood, Biryani",0,0,0,0,0
2580,Parvati,Quick Bites,168,4.0,300,"South Indian, Street Food",0,1,0,0,0
2581,Koregaon Park,Quick Bites,107,3.5,300,"Fast Food, Rolls",0,0,0,0,0
2582,Akurdi,Quick Bites,97,4.1,200,"Fast Food, Juices, Momos",0,1,0,0,0
2583,Pimple Saudagar,Quick Bites,32,3.4,400,Chinese,0,0,0,0,0
2584,Baner,Casual Dining,157,3.6,650,"Chinese, Maharashtrian",0,0,0,0,0
2585,Wakad,"Takeaway, Delivery",0,0.0,0,"Street Food, Beverages",0,0,0,0,0
2586,Pimple Gurav,"Takeaway, Delivery",0,0.0,0,"Maharashtrian, North Indian",0,0,0,0,0
2587,Wanowrie Kondhwa Area,Delivery,0,0.0,0,"North Indian, Maharashtrian",0,0,0,0,0
2588,Dehu Road,Casual Dining,0,0.0,800,"North Indian, South Indian, Chinese",0,0,0,0,0
2589,Chinchwad,Casual Dining,739,4.1,500,"Maharashtrian, South Indian, North Indian, Chinese",0,1,0,0,1
2590,Wagholi,Quick Bites,100,3.6,600,"North Indian, Chinese, Fast Food",0,0,0,0,0
2591,Wakad,"Casual Dining, Bar",266,3.8,1100,"North Indian, Mughlai, Asian, Seafood, Continental, Beverages",0,0,0,0,0
2592,Lonavala,Casual Dining,26,3.8,700,"Cafe, Chinese, Fast Food, North Indian",0,1,0,0,0
2593,Khadki,Quick Bites,11,3.2,350,"South Indian, North Indian",0,0,0,0,0
2594,Kharadi,Casual Dining,387,3.9,500,"Bengali, Chinese, North Indian",0,0,0,0,0
2595,NIBM Road,Casual Dining,515,3.9,800,"Italian, North Indian, Modern Indian, Mughlai",0,0,0,0,0
2596,Karve Nagar,Quick Bites,0,0.0,300,"North Indian, Chinese",0,0,0,0,0
2597,Wanowrie,"Bakery, Quick Bites",355,4.1,800,"Bakery, Fast Food",0,0,0,0,0
2598,Hinjawadi,Casual Dining,221,3.6,600,"Chinese, Seafood",0,0,0,0,1
2599,Viman Nagar,Quick Bites,395,3.7,400,"Chinese, Fast Food",0,0,0,0,0
2600,Katraj,Café,42,3.5,400,"Cafe, Fast Food",0,0,0,0,0
2601,Kothrud,"Takeaway, Delivery",4,3.1,0,Maharashtrian,0,0,0,0,0
2602,Kothrud,Quick Bites,556,3.4,100,Street Food,0,1,0,0,0
2603,Balewadi,Casual Dining,109,3.4,400,"North Indian, Lucknowi, Kebab, Chinese, Biryani, BBQ",0,0,0,0,0
2604,Wakad,Quick Bites,18,3.2,300,Fast Food,0,0,0,0,0
2605,Pimpri,Quick Bites,39,3.6,500,"Italian, Fast Food, Beverages",0,0,0,0,0
2606,Ravet,"Takeaway, Delivery",0,0.0,0,Fast Food,0,0,0,0,0
2607,Dhankawadi,Quick Bites,20,3.4,200,"Fast Food, Street Food",0,0,0,0,0
2608,Warje,Casual Dining,25,3.6,700,"North Indian, South Indian, Maharashtrian, Chinese",0,1,0,0,0
2609,Camp Area,Quick Bites,143,3.9,700,"Gujarati, Rajasthani",0,1,0,0,0
2610,Chandan Nagar,"Takeaway, Delivery",6,3.0,0,Pizza,0,0,0,0,0
2611,Wanowrie,Casual Dining,11,3.2,600,"Maharashtrian, North Indian",0,0,0,0,0
2612,Viman Nagar,Delivery,9,3.3,0,Rolls,0,0,0,0,0
2613,Hadapsar,"Takeaway, Delivery",4,3.1,0,"North Indian, Chinese, Maharashtrian, Beverages",0,0,0,0,0
2614,Viman Nagar,Delivery,9,3.3,0,"Chinese, North Indian",0,0,0,0,0
2615,Nigdi,Quick Bites,6,3.1,250,"Fast Food, Chinese",0,0,0,0,0
2616,Akurdi,Quick Bites,0,0.0,300,"Fast Food, Tea, Beverages",0,0,0,0,0
2617,Bund Garden Road,Quick Bites,10,3.2,600,"Italian, Beverages",0,0,0,0,0
2618,Magarpatta,Quick Bites,12,3.4,150,Bihari,0,1,0,0,0
2619,JM Road,"Takeaway, Delivery",0,0.0,0,Maharashtrian,0,0,0,0,0
2620,Kothrud,"Takeaway, Delivery",0,0.0,0,Chinese,0,0,0,0,0
2621,Narhe,Quick Bites,0,0.0,400,"Konkan, Chinese",0,0,0,0,0
2622,Narhe,"Takeaway, Delivery",0,0.0,0,North Indian,0,0,0,0,0
2623,Wagholi,Quick Bites,0,0.0,400,North Indian,0,0,0,0,0
2624,Pimpri,Quick Bites,13,3.3,300,"North Indian, Chinese",0,1,0,0,0
2625,Kothrud,"Takeaway, Delivery",169,3.0,0,"Biryani, North Indian",0,0,0,0,0
2626,Pimpri,Quick Bites,16,3.3,100,Street Food,0,1,0,0,0
2627,Dhankawadi,Quick Bites,23,3.7,300,Fast Food,0,0,0,0,0
2628,Baner,Quick Bites,39,3.4,300,"Chinese, Lebanese",0,0,0,0,0
2629,Hadapsar,Delivery,4,3.1,0,"North Indian, Fast Food",0,0,0,0,0
2630,Wakad,Quick Bites,22,3.5,400,North Indian,0,0,0,0,0
2631,Wanowrie,Casual Dining,84,3.7,400,"Pizza, Fast Food",0,0,0,0,0
2632,Kharadi,Casual Dining,83,3.9,800,"Malwani, Goan, North Indian",0,0,0,0,0
2633,Baner,Delivery,4,3.3,0,"North Indian, Biryani",0,0,0,0,0
2634,Akurdi,Quick Bites,6,3.2,300,"Chinese, Fast Food",0,0,0,0,0
2635,Wakad,Quick Bites,0,0.0,200,"Street Food, Fast Food",0,1,0,0,0
2636,Deccan Gymkhana,Quick Bites,0,0.0,200,North Indian,0,1,0,0,0
2637,Wakad,"Takeaway, Delivery",11,3.4,0,"North Indian, Mughlai",0,0,0,0,0
2638,Hinjawadi,Quick Bites,9,3.2,350,"North Indian, Biryani",0,0,0,0,0
2639,Hadapsar,Quick Bites,7,3.1,300,"Biryani, North Indian",0,0,0,0,0
2640,Katraj,Casual Dining,15,3.2,650,"North Indian, Maharashtrian",0,0,0,0,0
2641,Kondhwa,Bakery,7,3.2,450,Bakery,0,0,0,0,0
2642,Chinchwad,"Casual Dining, Bar",29,3.5,1100,"North Indian, Chinese",0,0,0,0,0
2643,Khadki,Beverage Shop,0,0.0,100,Tea,0,1,0,0,0
2644,Sadashiv Peth,Quick Bites,29,3.7,400,North Indian,0,0,0,0,0
2645,Balewadi,Beverage Shop,36,3.6,200,"Beverages, Fast Food",0,0,0,0,0
2646,Hadapsar,Bakery,4,3.0,150,Bakery,0,0,0,0,0
2647,Narhe,Quick Bites,22,3.4,600,"North Indian, South Indian, Chinese",0,1,0,0,0
2648,Hadapsar,Quick Bites,0,0.0,300,Fast Food,0,0,0,0,0
2649,Kalyani Nagar,"Takeaway, Delivery",0,0.0,0,Pizza,0,0,0,0,0
2650,Pimple Gurav,Quick Bites,7,2.9,500,"Chinese, North Indian, Maharashtrian, Biryani",0,0,0,0,0
2651,Chinchwad,Quick Bites,30,3.6,300,Chinese,0,0,0,0,0
2652,Hadapsar,Casual Dining,0,0.0,600,"North Indian, Chinese",0,0,0,0,0
2653,Hinjawadi,Delivery,0,0.0,0,Biryani,0,0,0,0,0
2654,Lohegaon,Quick Bites,4,3.0,300,North Indian,0,1,0,0,0
2655,Kothrud,Casual Dining,11,3.2,450,"Chinese, Mughlai, North Indian",0,1,0,0,0
2656,Pimple Saudagar,Quick Bites,31,3.7,150,Maharashtrian,0,0,0,0,0
2657,Wakad,Quick Bites,0,0.0,500,"North Indian, Chinese, Mughlai",0,0,0,0,0
2658,Kharadi,Bakery,70,3.8,350,"Bakery, Desserts",0,1,0,0,0
2659,Pune-Solapur Road,"Casual Dining, Bar",7,2.9,400,"North Indian, Mughlai, Chinese",0,0,0,0,0
2660,Kharadi,Casual Dining,176,3.6,800,"Chinese, Thai, Indonesian, Vietnamese, Malaysian",0,0,0,0,0
2661,Kondhwa,Quick Bites,29,3.4,500,"North Indian, Fast Food",0,1,0,0,0
2662,Katraj,Café,162,3.6,500,"Salad, Cafe, Fast Food, Italian, Burger, Pizza",0,0,0,0,0
2663,Sinhgad Road,Quick Bites,15,3.3,400,"Fast Food, North Indian",0,0,0,0,0
2664,Sinhgad Road,Quick Bites,32,3.4,500,North Indian,0,1,0,0,0
2665,Chinchwad,Quick Bites,0,0.0,300,Chinese,0,1,0,0,0
2666,Wakad,Casual Dining,35,3.5,600,"North Indian, Chinese",0,0,0,0,0
2667,Ravet,"Takeaway, Delivery",71,2.7,0,"North Indian, Bengali",0,0,0,0,0
2668,Balewadi,Quick Bites,35,3.4,500,North Indian,0,0,0,0,0
2669,Bhosari,Casual Dining,68,3.7,550,"North Indian, Chinese",0,1,0,0,0
2670,Viman Nagar,Quick Bites,71,2.8,400,"Chinese, North Indian, Momos",0,0,0,0,0
2671,Chakan,Quick Bites,22,3.1,400,"Italian, Pizza, Desserts",0,0,0,0,0
2672,Wanowrie,Café,77,3.7,450,"Healthy Food, Cafe, Desserts, Italian, Salad",0,0,0,0,0
2673,Khadki,Quick Bites,205,3.8,500,"Rolls, Fast Food",0,0,0,0,0
2674,Camp Area,Casual Dining,20,2.8,700,"Chinese, North Indian, Fast Food",0,0,0,0,0
2675,Viman Nagar,Casual Dining,342,3.4,1000,"North Indian, South Indian, Chinese",0,1,0,0,0
2676,Camp Area,Beverage Shop,25,3.6,150,"Juices, Beverages",0,0,0,0,0
2677,Koregaon Park,Quick Bites,77,3.4,500,"Street Food, Fast Food",0,1,0,0,0
2678,Chinchwad,Bakery,50,3.7,250,"Bakery, Desserts",0,0,0,0,0
2679,NIBM Road,Quick Bites,149,3.6,550,"Maharashtrian, Chinese, North Indian, Mughlai, Seafood",0,0,0,0,0
2680,Camp Area,"Takeaway, Delivery",8,3.4,0,Mithai,0,1,0,0,0
2681,Kothrud,Quick Bites,40,3.6,150,Street Food,0,1,0,0,0
2682,Ravet,"Casual Dining, Bar",841,4.0,1000,"North Indian, Chinese",0,0,0,0,0
2683,NIBM Road,Quick Bites,44,3.5,500,"Chinese, North Indian",0,0,0,0,0
2684,Satara Road,"Takeaway, Delivery",19,3.8,0,"Mithai, Street Food",0,1,0,0,0
2685,Pimple Saudagar,Café,95,3.7,200,"Cafe, Tea, Fast Food",0,1,0,0,0
2686,Sinhgad Road,Quick Bites,63,3.6,100,Street Food,0,1,0,0,0
2687,Kalyani Nagar,Bakery,8,3.3,350,"Bakery, Desserts",0,0,0,0,0
2688,Hadapsar,Quick Bites,23,3.3,500,"Maharashtrian, North Indian",0,0,0,0,0
2689,Chinchwad,Casual Dining,68,3.8,400,North Indian,0,1,0,0,0
2690,Viman Nagar,Delivery,45,3.8,0,Healthy Food,0,0,0,0,0
2691,Pune-Solapur Road,Casual Dining,71,3.6,600,"Fast Food, North Indian, Chinese, Mughlai, Seafood",0,0,0,0,0
2692,Kharadi,Casual Dining,301,3.6,800,"Biryani, Chinese, Maharashtrian, North Indian",0,0,0,0,0
2693,Deccan Gymkhana,"Casual Dining, Bar",65,3.7,600,"North Indian, Chinese, Mughlai, Bar Food",0,0,0,0,0
2694,Chandan Nagar,Casual Dining,147,3.8,450,"North Indian, South Indian, Chinese, Fast Food, Street Food",0,1,0,0,0
2695,Aundh,Casual Dining,116,2.6,450,"North Indian, Chinese, Fast Food, South Indian",0,1,0,0,0
2696,Bibvewadi,Quick Bites,201,3.7,600,"North Indian, Street Food, Chinese, Fast Food",0,1,0,0,0
2697,Dehu Road,Dhaba,21,3.4,400,"North Indian, Chinese",0,1,0,0,0
2698,Pimple Saudagar,Casual Dining,29,3.5,450,North Indian,0,1,0,0,0
2699,NIBM Road,Dessert Parlor,62,3.8,300,"Desserts, Ice Cream, Beverages",0,0,0,0,0
2700,Erandwane,Casual Dining,73,3.7,550,"North Indian, Chinese",0,0,0,0,0
2701,Balewadi,Quick Bites,133,3.5,500,Maharashtrian,0,0,0,0,0
2702,Chinchwad,Casual Dining,253,3.8,650,"Street Food, Fast Food, South Indian, Chinese, North Indian, Beverages, Mughlai",0,1,0,0,0
2703,Koregaon Park,Fine Dining,167,4.0,2500,"North Indian, Mughlai, Maharashtrian",0,0,0,0,0
2704,Pimpri,Casual Dining,287,3.5,650,"North Indian, Chinese, Seafood",0,0,0,0,0
2705,Wanowrie,"Café, Dessert Parlor",53,3.5,450,"Cafe, Fast Food, Desserts, Beverages",0,1,0,0,0
2706,Viman Nagar,Casual Dining,145,3.6,1100,"Italian, Mexican",0,0,0,0,0
2707,Balewadi,Casual Dining,159,2.3,750,"North Indian, Chinese",0,0,0,0,0
2708,Camp Area,Bakery,74,3.9,250,Bakery,0,1,0,0,0
2709,B.T. Kawade Road,"Casual Dining, Bar",79,3.4,600,"North Indian, Chinese, Mughlai, Mangalorean",0,0,0,0,0
2710,Camp Area,Quick Bites,226,4.0,150,Fast Food,0,0,0,0,0
2711,Chinchwad,Quick Bites,229,3.9,200,South Indian,0,1,0,0,0
2712,Wakad,Dhaba,163,3.8,400,"Rajasthani, North Indian",0,1,0,0,0
2713,Hinjawadi,"Quick Bites, Bakery",116,4.0,2100,"Desserts, Bakery",0,0,0,0,0
2714,Pimpri Chinchwad Area,"Sweet Shop, Bakery",20,3.4,300,"Mithai, Bakery",0,1,0,0,0
2715,Erandwane,Quick Bites,0,0.0,300,"Chinese, Street Food",0,0,0,0,0
2716,NIBM Road,Quick Bites,0,0.0,300,Fast Food,0,0,0,0,0
2717,Wakad,Delivery,0,0.0,0,North Indian,0,0,0,0,0
2718,Kondhwa,Quick Bites,0,0.0,200,Mughlai,0,0,0,0,0
2719,Satara Road,Café,348,3.9,500,Cafe,0,1,0,0,0
2720,Pimpri,Quick Bites,118,3.4,200,Fast Food,0,0,0,0,0
2721,Tilak Road,Quick Bites,8,3.2,200,"Fast Food, Beverages, Street Food",0,1,0,0,0
2722,Pimple Nilakh,Quick Bites,312,3.8,300,"Biryani, Hyderabadi",0,0,0,0,1
2723,Erandwane,Bakery,0,0.0,400,Bakery,0,1,0,0,0
2724,Kothrud,Delivery,12,3.2,0,Fast Food,0,0,0,0,0
2725,MG Road,"Takeaway, Delivery",286,4.2,0,Street Food,0,0,0,0,0
2726,Dhankawadi,Quick Bites,38,3.2,200,North Indian,0,0,0,0,0
2727,Bavdhan,Quick Bites,7,3.1,200,"North Indian, Chinese",0,0,0,0,0
2728,Kondhwa,Delivery,44,3.3,0,"Kerala, South Indian",0,0,0,0,0
2729,Senapati Bapat Road,Food Court,202,4.1,500,"Arabian, Mediterranean, Turkish",0,0,0,0,0
2730,Koregaon Park,"Bakery, Dessert Parlor",43,3.7,300,"Bakery, Desserts, Beverages",0,0,0,0,0
2731,Aundh,Quick Bites,634,4.2,500,"Chinese, Thai, Asian",0,0,0,0,0
2732,Sinhgad Road,Quick Bites,53,3.7,400,"North Indian, Seafood",0,0,0,0,0
2733,Shivapur,Quick Bites,52,3.6,500,"Maharashtrian, Biryani",0,0,0,0,0
2734,Hadapsar,Quick Bites,0,0.0,400,North Indian,0,0,0,0,0
2735,Narhe,Quick Bites,0,0.0,250,Biryani,0,0,0,0,0
2736,Deccan & Peths,Food Truck,208,4.2,250,"Fast Food, Beverages",0,0,0,0,0
2737,Warje,Quick Bites,0,0.0,300,"Biryani, North Indian",0,0,0,0,0
2738,Hinjawadi,Quick Bites,202,3.5,400,North Indian,0,1,0,0,0
2739,Hinjawadi,Quick Bites,202,3.5,400,North Indian,0,1,0,0,0
2740,SB Road - Aundh,Food Truck,585,4.2,350,Pizza,0,0,0,0,0
2741,Kothrud,Dessert Parlor,426,4.2,200,"Ice Cream, Beverages",0,1,0,1,0
2742,Hadapsar,"Takeaway, Delivery",0,0.0,0,"North Indian, Chinese, Biryani, Burger, Fast Food, Beverages",0,0,0,0,0
2743,Baner,Quick Bites,470,3.8,200,"Street Food, Beverages",0,1,0,0,0
2744,Chinchwad,Café,27,3.2,400,"Cafe, Fast Food",0,1,0,0,0
2745,Narhe,Quick Bites,26,3.1,300,Chinese,0,0,0,0,0
2746,Baner,Quick Bites,6,3.0,400,"Chinese, Sandwich",0,0,0,0,0
2747,Pimple Saudagar,Casual Dining,165,3.5,300,"North Indian, Chinese",0,1,0,0,0
2748,Model Colony,Quick Bites,342,3.9,400,"Chinese, North Indian",0,0,0,0,0
2749,Camp Area,"Dessert Parlor, Beverage Shop",161,4.0,150,"Ice Cream, Beverages",0,1,0,0,0
2750,Koregaon Park,Casual Dining,323,2.8,600,"North Indian, Mughlai",0,0,0,0,0
2751,Kothrud,Quick Bites,83,3.8,200,"Street Food, South Indian, Fast Food",0,1,0,0,0
2752,Wakad,Quick Bites,219,3.8,300,"North Indian, Street Food",0,1,0,0,0
2753,Pimple Saudagar,Food Court,7,3.1,200,"Desserts, Beverages",0,0,0,0,0
2754,Kondhwa,Quick Bites,42,3.5,600,"North Indian, Chinese, Maharashtrian, Mughlai",0,0,0,0,0
2755,Baner,"Takeaway, Delivery",7,3.3,0,Chinese,0,0,0,0,0
2756,Dange Chowk,Delivery,0,2.7,0,"North Indian, Beverages",0,0,0,0,0
2757,Shukrawar Peth,Casual Dining,95,3.5,600,"Seafood, Maharashtrian, Konkan",0,0,0,0,0
2758,Hinjawadi,"Casual Dining, Bar",17,2.8,1000,"Bar Food, North Indian",0,0,0,0,0
2759,Pimple Saudagar,Quick Bites,161,3.2,300,South Indian,0,1,0,0,0
2760,Wakad,"Takeaway, Delivery",0,0.0,0,Rolls,0,0,0,0,0
2761,Hadapsar,Quick Bites,576,3.3,400,"North Indian, Chinese, Malwani",0,0,0,0,0
2762,Chinchwad,Quick Bites,229,3.9,200,South Indian,0,1,0,0,0
2763,Camp Area,Casual Dining,21,3.4,700,"North Indian, Seafood, Chinese",0,0,0,0,0
2764,Pimpri,Quick Bites,27,3.4,550,"North Indian, Chinese",0,0,0,0,0
2765,Dehu Road,Quick Bites,0,0.0,200,"North Indian, Chinese",0,0,0,0,0
2766,Dhankawadi,Quick Bites,0,0.0,250,Chinese,0,0,0,0,0
2767,Lonavala,Quick Bites,0,0.0,450,"Fast Food, Chinese, Mughlai",0,0,0,0,0
2768,Dange Chowk,Quick Bites,4,3.1,600,Malwani,0,0,0,0,0
2769,Hadapsar,Delivery,0,0.0,0,"Chinese, Fast Food, Italian, Beverages",0,0,0,0,0
2770,Wanowrie Kondhwa Area,Delivery,10,3.2,0,"North Indian, Chinese",0,0,0,0,0
2771,Viman Nagar,Delivery,8,3.3,0,"North Indian, Maharashtrian",0,0,0,0,0
2772,Pimple Saudagar,Quick Bites,8,3.2,500,Seafood,0,0,0,0,0
2773,Viman Nagar,Quick Bites,0,0.0,300,"Chinese, Fast Food, Sandwich, Beverages",0,0,0,0,0
2774,Katraj,"Takeaway, Delivery",0,0.0,0,Chinese,0,0,0,0,0
2775,Erandwane,Quick Bites,0,0.0,350,Chinese,0,0,0,0,0
2776,Wagholi,"Takeaway, Delivery",0,0.0,0,North Indian,0,0,0,0,0
2777,Pimple Saudagar,Takeaway,0,0.0,0,Street Food,0,0,0,0,0
2778,Katraj,Quick Bites,0,0.0,150,Street Food,0,0,0,0,0
2779,Kharadi,Delivery,0,0.0,0,Rolls,0,0,0,0,0
2780,Wakad,Quick Bites,0,0.0,200,"Street Food, Fast Food",0,0,0,0,0
2781,Hinjawadi,Quick Bites,0,0.0,350,Chinese,0,0,0,0,0
2782,Pimpri Chinchwad Area,Delivery,0,0.0,0,"Burger, Fast Food",0,0,0,0,0
2783,Pimple Saudagar,"Takeaway, Delivery",0,0.0,0,"North Indian, Malwani",0,0,0,0,0
2784,Sinhgad Road,Delivery,0,0.0,0,North Indian,0,0,0,0,0
2785,Wakad,"Takeaway, Delivery",0,0.0,0,"North Indian, Chinese",0,0,0,0,0
2786,Kothrud,Quick Bites,0,0.0,400,"Beverages, Fast Food",0,0,0,0,0
2787,Wadgaon Sheri,Quick Bites,63,3.5,500,"North Indian, Chinese, Mughlai",0,0,0,0,0
2788,Magarpatta,Bakery,7,3.0,300,Bakery,0,0,0,0,0
2789,Ravet,Quick Bites,6,3.6,400,"Fast Food, Biryani, Beverages",0,0,0,0,0
2790,Hadapsar,Quick Bites,19,3.6,300,Fast Food,0,0,0,0,0
2791,Balewadi,"Takeaway, Delivery",23,3.4,0,"Chinese, North Indian, Rolls",0,0,0,0,0
2792,Parvati,Quick Bites,13,3.3,300,Fast Food,0,1,0,0,0
2793,Baner,"Takeaway, Delivery",0,0.0,0,Chinese,0,0,0,0,0
2794,SB Road - Aundh,Delivery,4,3.0,0,"North Indian, Biryani",0,0,0,0,0
2795,Pimple Saudagar,Quick Bites,0,0.0,600,"North Indian, Chinese",0,0,0,0,0
2796,NIBM Road,Quick Bites,14,3.4,400,"North Indian, South Indian, Chinese",0,0,0,0,0
2797,Kharadi,"Takeaway, Delivery",0,0.0,0,North Indian,0,0,0,0,0
2798,Wakad,Delivery,0,0.0,0,Biryani,0,0,0,0,0
2799,Wagholi,"Takeaway, Delivery",0,0.0,0,"North Indian, Chinese, Hyderabadi",0,0,0,0,0
2800,Satara Road,Quick Bites,0,0.0,500,"North Indian, Malwani, Biryani",0,0,0,0,0
2801,NIBM Road,Casual Dining,30,3.8,600,"North Indian, Mughlai, Chinese",0,0,0,0,0
2802,Hadapsar,Quick Bites,0,0.0,200,North Indian,0,1,0,0,0
2803,Kothrud,Quick Bites,4,3.1,150,"South Indian, Street Food",0,1,0,0,0
2804,Sinhgad Road,Mess,0,0.0,150,"Maharashtrian, South Indian",0,0,0,0,0
2805,Chinchwad,Quick Bites,75,3.8,300,Fast Food,0,0,0,0,0
2806,Narhe,Quick Bites,7,2.9,200,North Indian,0,0,0,0,0
2807,Kharadi,"Takeaway, Delivery",0,0.0,0,Fast Food,0,0,0,0,0
2808,Kharadi,"Takeaway, Delivery",0,0.0,0,"Fast Food, North Indian",0,0,0,0,0
2809,Nigdi,Quick Bites,5,3.1,500,"North Indian, Fast Food",0,0,0,0,0
2810,Hinjawadi,Bakery,4,3.1,350,"Bakery, Desserts",0,0,0,0,0
2811,Baner,Quick Bites,8,3.2,450,Chinese,0,0,0,0,0
2812,Wagholi,Quick Bites,10,3.2,350,"Chinese, North Indian",0,0,0,0,0
2813,Wadgaon Sheri,Quick Bites,24,3.5,300,Chinese,0,0,0,0,0
2814,Dhankawadi,Delivery,0,0.0,0,"North Indian, Chinese, Biryani",0,0,0,0,0
2815,Dhanori,"Takeaway, Delivery",0,0.0,0,"Street Food, North Indian",0,0,0,0,0
2816,Talegaon,"Takeaway, Delivery",0,0.0,0,North Indian,0,0,0,0,0
2817,Dhankawadi,Quick Bites,7,3.2,400,"Fast Food, Sandwich",0,0,0,0,0
2818,Magarpatta,Quick Bites,4,3.1,200,"Fast Food, Beverages",0,0,0,0,0
2819,Lonavala,Casual Dining,9,3.2,700,"Seafood, Continental, Chinese, Mughlai, North Indian, Maharashtrian",0,0,0,0,0
2820,Bibvewadi,Quick Bites,19,2.6,400,"Street Food, Maharashtrian, Chinese",0,1,0,0,0
2821,Hadapsar,"Bar, Casual Dining",30,3.4,1400,"North Indian, Chinese, Finger Food",0,0,0,0,0
2822,Akurdi,Casual Dining,20,3.7,400,"North Indian, Maharashtrian",0,0,0,0,0
2823,Salunkhe Vihar Road,Delivery,14,2.9,0,"Biryani, Mughlai, North Indian",0,0,0,0,0
2824,Deccan Gymkhana,Takeaway,21,3.5,0,Street Food,0,0,0,0,0
2825,Parvati,Quick Bites,46,2.9,400,Maharashtrian,0,1,0,0,0
2826,Viman Nagar,Café,68,3.9,400,"Cafe, Fast Food",0,0,0,0,0
2827,Kothrud,Dessert Parlor,0,0.0,150,"Bakery, Desserts",0,1,0,0,0
2828,Dange Chowk,Quick Bites,16,3.3,500,"Chinese, North Indian, Mughlai",0,0,0,0,0
